Location,Year,Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (degree celsius),Maximum Temperature (degree celsius),Minimum Temperature (degree celsius),Mean Wind Speed (km/h),Max Wind Speed (km/h) 
Jurong Island,2022,22 Oct,1.4,0.8,1.2,1.4,27.4,31.0,24.9,7.8,29.4
Jurong Island,2022,23 Oct,0.0,0.0,0.0,0.2,27.4,29.8,24.8,8.8,29.8
Jurong Island,2022,24 Oct,0.2,0.2,0.2,0.2,28.2,31.2,26.3,7.8,30.9
Jurong Island,2022,25 Oct,14.0,5.8,8.2,11.8,27.3,30.9,23.6,7.3,41.5
Jurong Island,2022,26 Oct,27.0,9.4,9.8,13.8,26.3,29.2,23.3,7.3,37.8
Jurong Island,2022,27 Oct,2.0,1.6,1.6,1.8,27.9,31.6,24.6,10.4,38.5
Jurong Island,2022,28 Oct,2.4,1.4,2.2,2.2,28.3,32.5,25.2,8.7,26.7
Jurong Island,2022,29 Oct,0.6,0.6,0.6,0.6,28.1,31.0,25.3,7.0,25.6
Jurong Island,2022,30 Oct,30.0,23.2,26.2,28.8,28.3,32.2,23.2,9.2,52.6
Jurong Island,2022,31 Oct,1.4,1.0,2.2,28.0,27.8,31.2,23.9,8.0,26.7
Jurong Island,2022,1 Sep,0.0,0.0,0.0,0.0,28.8,31.9,27.6,8.6,24.8
Jurong Island,2022,2 Sep,2.6,1.0,1.8,2.0,27.4,30.1,26.3,6.7,29.8
Jurong Island,2022,3 Sep,0.0,0.0,0.0,0.0,28.4,31.6,26.8,8.2,40.0
Jurong Island,2022,4 Sep,3.2,2.4,2.8,3.2,28.2,30.8,26.4,6.7,22.6
Jurong Island,2022,5 Sep,0.2,0.2,0.2,0.2,27.9,31.1,25.3,8.9,33.5
Jurong Island,2022,6 Sep,0.0,0.0,0.0,0.0,28.5,31.7,26.1,7.6,26.7
Jurong Island,2022,7 Sep,15.0,12.2,13.8,13.8,26.9,28.3,24.8,6.1,29.4
Jurong Island,2022,8 Sep,0.0,0.0,0.0,0.0,28.2,31.2,26.3,7.7,26.7
Jurong Island,2022,9 Sep,8.8,4.6,5.4,5.4,26.7,28.0,23.7,7.4,26.3
Jurong Island,2022,10 Sep,0.0,0.0,0.0,0.0,27.9,30.7,26.1,8.6,27.4
Jurong Island,2022,11 Sep,0.0,0.0,0.0,0.0,27.7,29.9,26.4,8.1,38.2
Jurong Island,2022,12 Sep,0.0,0.0,0.0,0.0,28.7,32.4,25.9,6.8,27.8
Jurong Island,2022,13 Sep,6.4,4.2,6.0,6.2,27.2,29.4,24.0,6.5,35.0
Jurong Island,2022,14 Sep,0.0,0.0,0.0,0.0,26.9,29.1,25.8,11.2,48.2
Jurong Island,2022,15 Sep,0.0,0.0,0.0,0.0,28.2,30.8,26.3,7.1,21.3
Jurong Island,2022,16 Sep,0.0,0.0,0.0,0.0,28.8,31.5,27.1,6.5,24.1
Jurong Island,2022,17 Sep,1.2,1.2,1.2,1.2,28.0,29.8,25.6,7.2,44.3
Jurong Island,2022,18 Sep,103.4,27.6,46.0,77.4,26.0,28.1,22.2,7.3,30.2
Jurong Island,2022,19 Sep,0.0,0.0,0.0,0.0,27.4,29.5,25.6,6.6,32.4
Jurong Island,2022,20 Sep,0.8,0.8,0.8,0.8,27.5,29.9,24.1,6.7,33.5
Jurong Island,2022,21 Sep,0.0,0.0,0.0,0.0,28.7,31.4,26.6,7.3,22.0
Jurong Island,2022,22 Sep,53.0,17.0,31.8,45.0,26.7,28.7,22.3,8.1,57.2
Jurong Island,2022,23 Sep,0.2,0.2,0.2,0.2,28.5,32.0,26.2,7.2,21.7
Jurong Island,2022,24 Sep,0.0,0.0,0.0,0.0,28.5,31.6,26.7,7.8,23.3
Jurong Island,2022,25 Sep,62.0,16.4,25.8,42.2,26.9,30.0,22.5,8.1,45.7
Jurong Island,2022,26 Sep,0.0,0.0,0.0,0.0,28.3,30.1,26.8,7.2,27.0
Jurong Island,2022,27 Sep,0.0,0.0,0.0,0.0,28.7,32.1,25.9,6.4,27.0
Jurong Island,2022,28 Sep,0.0,0.0,0.0,0.0,28.9,32.0,26.5,7.6,27.4
Jurong Island,2022,29 Sep,0.2,0.2,0.2,0.2,28.0,30.4,24.8,6.4,29.8
Jurong Island,2022,30 Sep,0.0,0.0,0.0,0.0,28.9,31.9,26.9,9.0,43.5
Jurong Island,2022,1 Aug,0.0,0.0,0.0,0.0,28.7,30.9,27.6,9.9,27.8
Jurong Island,2022,2 Aug,43.4,23.4,31.0,36.6,26.8,30.8,22.9,9.0,46.5
Jurong Island,2022,3 Aug,4.4,2.6,3.0,3.2,26.9,29.6,23.8,6.7,43.2
Jurong Island,2022,4 Aug,0.0,0.0,0.0,0.0,27.3,29.0,25.3,6.3,26.3
Jurong Island,2022,5 Aug,0.0,0.0,0.0,0.0,27.9,29.3,26.9,6.9,22.0
Jurong Island,2022,6 Aug,0.0,0.0,0.0,0.0,28.9,31.2,26.3,7.4,28.5
Jurong Island,2022,7 Aug,19.8,13.6,19.2,19.6,28.1,30.2,23.6,8.7,36.3
Jurong Island,2022,8 Aug,0.0,0.0,0.0,0.0,29.3,31.9,27.8,10.5,33.9
Jurong Island,2022,9 Aug,0.0,0.0,0.0,0.0,29.2,32.4,27.3,10.2,27.8
Jurong Island,2022,10 Aug,0.0,0.0,0.0,0.0,29.4,31.7,27.5,10.9,39.6
Jurong Island,2022,11 Aug,0.0,0.0,0.0,0.0,29.6,32.2,27.6,10.4,32.0
Jurong Island,2022,12 Aug,0.0,0.0,0.0,0.0,29.4,32.2,28.0,12.5,37.4
Jurong Island,2022,13 Aug,9.8,7.0,9.2,9.6,27.8,29.9,24.0,8.9,38.2
Jurong Island,2022,14 Aug,0.0,0.0,0.0,0.0,28.6,32.0,26.4,7.4,29.8
Jurong Island,2022,15 Aug,0.0,0.0,0.0,0.0,28.9,32.1,27.2,7.7,30.6
Jurong Island,2022,16 Aug,1.2,1.0,1.0,1.0,28.1,31.0,24.1,7.3,26.7
Jurong Island,2022,17 Aug,0.0,0.0,0.0,0.0,29.2,32.5,27.3,10.2,47.8
Jurong Island,2022,18 Aug,19.2,15.4,15.8,15.8,28.1,31.6,22.3,10.7,59.8
Jurong Island,2022,19 Aug,0.0,0.0,0.0,0.0,28.7,30.7,27.5,8.8,32.8
Jurong Island,2022,20 Aug,0.0,0.0,0.0,0.0,28.5,30.4,27.3,8.5,35.0
Jurong Island,2022,21 Aug,43.4,29.0,40.0,43.0,26.8,29.0,23.1,7.4,45.0
Jurong Island,2022,22 Aug,0.6,0.6,0.6,0.6,28.3,31.1,25.9,9.5,36.7
Jurong Island,2022,23 Aug,16.0,7.4,13.4,15.2,27.0,28.5,24.4,6.3,32.4
Jurong Island,2022,24 Aug,1.2,0.8,1.0,1.2,27.8,31.3,25.1,7.1,48.2
Jurong Island,2022,25 Aug,0.0,0.0,0.0,0.0,28.1,29.8,27.3,10.0,38.5
Jurong Island,2022,26 Aug,7.8,5.0,5.2,6.8,26.6,28.5,24.3,7.1,47.6
Jurong Island,2022,27 Aug,47.2,20.4,28.4,42.2,26.7,30.6,24.1,6.7,29.1
Jurong Island,2022,28 Aug,1.4,0.6,0.8,1.6,27.2,30.7,24.8,6.2,25.6
Jurong Island,2022,29 Aug,13.8,7.2,10.4,12.8,27.1,29.9,23.6,6.1,23.7
Jurong Island,2022,30 Aug,3.8,3.8,3.8,3.8,27.3,29.2,25.0,8.6,31.7
Jurong Island,2022,31 Aug,0.0,0.0,0.0,0.0,28.7,32.0,26.4,8.2,25.9
Jurong Island,2022,1 Jul,0.0,0.0,0.0,0.0,28.9,31.5,27.3,8.8,31.3
Jurong Island,2022,2 Jul,0.0,0.0,0.0,0.0,29.1,32.0,27.2,8.2,28.2
Jurong Island,2022,3 Jul,0.0,0.0,0.0,0.0,29.1,31.8,27.5,7.9,25.6
Jurong Island,2022,4 Jul,0.0,0.0,0.0,0.0,29.5,32.7,27.3,9.2,28.2
Jurong Island,2022,5 Jul,3.4,1.8,3.0,3.2,27.5,30.5,24.1,9.2,36.7
Jurong Island,2022,6 Jul,0.0,0.0,0.0,0.0,28.4,30.2,26.7,7.1,19.8
Jurong Island,2022,7 Jul,0.0,0.0,0.0,0.0,29.4,31.8,27.7,8.1,27.0
Jurong Island,2022,8 Jul,2.8,1.8,1.8,2.8,28.2,30.9,24.2,7.6,40.7
Jurong Island,2022,9 Jul,0.0,0.0,0.0,0.0,29.4,32.1,27.7,7.7,28.2
Jurong Island,2022,10 Jul,1.2,1.2,1.2,1.2,27.6,29.1,23.7,7.9,44.6
Jurong Island,2022,11 Jul,0.0,0.0,0.0,0.0,28.5,31.4,26.6,7.2,27.8
Jurong Island,2022,12 Jul,0.0,0.0,0.0,0.0,28.6,30.7,27.5,8.0,26.7
Jurong Island,2022,13 Jul,0.0,0.0,0.0,0.0,28.7,31.6,27.6,6.5,23.3
